Plant_ID,Plant_Name,State,Coal TCO (mil$),Solar TCO (mil$),PV Gain (mil$),CO2 Avoided (tons/year),Solar MW Required,LAT,LON
56808,Virginia City Hybrid Energy Center,VA,1551.5249160721446,449.12189805118896,1102.4030180209556,811602.402,343.99327999999997,36.916389,-82.338055
3845,Centralia,WA,6700.4706571799525,2470.165415284956,4230.3052418949965,4999334.617,1891.959192,46.755938,-122.859764
8023,Columbia,WI,7117.29710810426,2510.813840504604,4606.483267599656,5103792.907,1923.0928,43.4864,-89.4203
4050,Edgewater (4050),WI,3162.1648146030266,1155.3852533049387,2006.7795612980879,2305357.544,884.9373959999999,43.715142,-87.705863
56068,Elm Road Generating Station,WI,9637.932639664952,3973.450540526476,5664.482099138477,6492883.381,3043.3614799999996,42.8492,-87.8336
4271,J P Madgett,WI,2319.676389905337,744.770936457027,1574.9054534483103,1706754.936,570.438,44.303583,-91.912647
4041,South Oak Creek,WI,6301.189883122605,2135.342687887563,4165.847195235043,4363436.708,1635.5104,42.8457,-87.8294
4078,Weston,WI,5212.555248265284,2045.5548445352297,3167.000403730054,3289059.367,1566.7397280000002,44.8606,-89.6553
3943,Fort Martin Power Station,WV,6714.6607027551045,2603.9585282773205,4110.702174477784,4510742.646,1994.43456,39.710833,-79.9275
10151,Grant Town Power Plant,WV,1031.2940118638269,356.92890772704743,674.3651041367795,805471.915,273.380448,39.561831,-80.163138
3944,Harrison Power Station,WV,17152.39800686858,6672.715171822139,10479.682835046442,12317582.323,5110.79328,39.384167,-80.3325
3935,John E Amos,WV,14341.652960300402,5085.46392899982,9256.189031300582,9628951.311,3895.07932,38.4731,-81.8233
56671,Longview Power,WV,5687.2394144115115,2337.638453880799,3349.6009605307127,3856102.855,1790.4536,39.707893,-79.958974
3948,Mitchell (WV),WV,6128.440249191817,1983.6137608610848,4144.826488330733,3937403.214,1519.29756,39.8297,-80.8153
3954,Mount Storm Power Station,WV,6240.018313131952,2098.1291252639417,4141.88918786801,3922012.645,1607.007636,39.2008,-79.2636
6264,Mountaineer (1301),WV,7809.684858577034,2962.1891211401403,4847.495737436893,5342170.863,2268.812,38.9794,-81.9344
6004,Pleasants Power Station,WV,7436.727467549946,2732.2703565473494,4704.457111002596,5047307.231,2092.71168,39.366667,-81.294444
4158,Dave Johnston,WY,6145.862403941207,2108.8729524041105,4036.9894515370966,4591277.817,1615.236592,42.8378,-105.7769
56609,Dry Fork Station,WY,4335.101785341842,1701.1002644266675,2634.0015209151743,3131966.85,1302.913668,44.388889,-105.460833
54318,General Chemical,WY,224.95236253245452,133.53751586053195,91.41484667192256,117566.513,102.2796,41.5933,-109.7542
57915,Genesis Alkali,WY,276.7421869856436,157.60548851956514,119.13669846607849,146863.332,120.71384000000002,41.621667,-109.811944
8066,Jim Bridger,WY,13995.085389822529,4960.155165964511,9034.930223858017,9887874.902,3799.1023200000004,41.7378,-108.7875
6204,Laramie River,WY,16027.069530212326,5642.67659131468,10384.392938897647,12088731.307,4321.86192,42.108889,-104.8825
4162,Naughton,WY,4288.785222063074,1649.4351077368058,2639.3501143262683,2919541.135,1263.3420800000001,41.7581,-110.5983
7504,Neil Simpson II,WY,1195.2258530718514,408.8107490762383,786.415103995613,920410.141,313.118,44.2856,-105.3833
55479,Wygen I,WY,1110.8188335902496,383.4803014335672,727.3385321566824,880401.893,293.71680000000003,44.2858,-105.3833
56319,Wygen II,WY,1134.9825100962735,395.48227414659624,739.5002359496773,893501.021,302.9094,44.2919,-105.3811
56596,Wygen III,WY,1270.8718069336521,473.78126091104616,797.090546022606,964009.514,362.88048000000003,44.2919,-105.3806
