Plant_ID,Plant_Name,Plant_Nameplate_Capacity,Cap_Factor,CO2EQ_2023,State_x,LAT,LON,Annual_MWh,CO2_Intensity,PV Gain (mil$),State_y
4050,Edgewater (4050),413.7,0.53477,2305357.544,Wisconsin,43.715142,-87.705863,1938012.8972399998,1.1895470599205766,2006.779561298088,WI
56068,Elm Road Generating Station,1402.6,0.54245,6492883.381,Wisconsin,42.8492,-87.8336,6664961.6411999995,0.9741816578303641,5664.482099138477,WI
4271,J P Madgett,387.0,0.3685,1706754.936,Wisconsin,44.303583,-91.912647,1249259.22,1.366213599768349,1574.9054534483105,WI
4041,South Oak Creek,1240.0,0.32974,4363436.708,Wisconsin,42.8457,-87.8294,3581767.7759999996,1.218235514104977,4165.847195235043,WI
4078,Weston,1103.4,0.35498,3289059.367,Wisconsin,44.8606,-89.6553,3431160.0043200003,0.9585852489708762,3167.000403730054,WI
3943,Fort Martin Power Station,1152.0,0.43282,4510742.646,West Virginia,39.710833,-79.9275,4367811.6864,1.0327237000727485,4110.702174477784,WV
10151,Grant Town Power Plant,95.7,0.71416,805471.915,West Virginia,39.561831,-80.163138,598703.18112,1.3453610075917681,674.3651041367795,WV
3944,Harrison Power Station,2052.0,0.62266,12317582.323,West Virginia,39.384167,-80.3325,11192637.2832,1.100507593638233,10479.682835046442,WV
3935,John E Amos,2932.6,0.33205,9628951.311,West Virginia,38.4731,-81.8233,8530223.7108,1.1288040779996094,9256.189031300582,WV
56671,Longview Power,807.5,0.55432,3856102.855,West Virginia,39.707893,-79.958974,3921093.384,0.9834254064784089,3349.6009605307127,WV
3948,Mitchell (WV),1632.6,0.23265,3937403.214,West Virginia,39.8297,-80.8153,3327261.6563999997,1.1833764881179065,4144.826488330733,WV
3954,Mount Storm Power Station,1680.9,0.23901,3922012.645,West Virginia,39.2008,-79.2636,3519346.72284,1.1144149621708945,4141.88918786801,WV
6264,Mountaineer (1301),1300.0,0.43631,5342170.863,West Virginia,38.9794,-81.9344,4968698.279999999,1.0751650758314912,4847.495737436893,WV
6004,Pleasants Power Station,1368.0,0.38244,5047307.231,West Virginia,39.366667,-81.294444,4583038.5792,1.101301493272841,4704.457111002596,WV
4158,Dave Johnston,816.7,0.49444,4591277.817,Wyoming,42.8378,-105.7769,3537368.13648,1.2979361038652695,4036.989451537097,WY
56609,Dry Fork Station,483.7,0.67341,3131966.85,Wyoming,44.388889,-105.460833,2853380.9329199996,1.0976336225794117,2634.0015209151743,WY
54318,General Chemical,30.0,0.85233,117566.513,Wyoming,41.5933,-109.7542,223992.324,0.5248684905827399,91.41484667192256,WY
57915,Genesis Alkali,41.0,0.73606,146863.332,Wyoming,41.621667,-109.811944,264363.30960000004,0.5555359865263239,119.13669846607849,WY
8066,Jim Bridger,2326.0,0.40833,9887874.902,Wyoming,41.7378,-108.7875,8320034.080800001,1.1884416344901856,9034.930223858017,WY
6204,Laramie River,1863.0,0.57996,12088731.307,Wyoming,42.108889,-104.8825,9464877.6048,1.277220035140163,10384.392938897648,WY
4162,Naughton,707.2,0.4466,2919541.135,Wyoming,41.7581,-110.5983,2766719.1552000004,1.0552358122481544,2639.3501143262683,WY
7504,Neil Simpson II,130.0,0.60215,920410.141,Wyoming,44.2856,-105.3833,685728.42,1.342237122095654,786.415103995613,WY
55479,Wygen I,90.0,0.81588,880401.893,Wyoming,44.2858,-105.3833,643239.7920000001,1.3686993621190646,727.3385321566824,WY
56319,Wygen II,95.0,0.79713,893501.021,Wyoming,44.2919,-105.3811,663371.586,1.3469087911763526,739.5002359496773,WY
56596,Wygen III,116.0,0.78207,964009.514,Wyoming,44.2919,-105.3806,794708.2512,1.2130357430470327,797.090546022606,WY
6101,Wyodak,362.1,0.56005,2459403.761,Wyoming,44.290128,-105.381482,1776476.3598000002,1.3844280828352173,2120.7714502855933,WY
